1	1/SN
설명은	설명/NNG + 은/JX
퍽	퍽/MAG
간결하고	간결/XR + 하/XSA + 고/EC
명쾌한	명쾌/XR + 하/XSA + ㄴ/ETM
장점을	장점/NNG + 을/JKO
지니고	지니/VV + 고/EC
있으며	있/VX + 으며/EC
우리는	우리/NP + 는/JX
쉽게	쉽/VA + 게/EC
이것을	이것/NP + 을/JKO
그	그/MM
후의	후/NNG + 의/JKG
역사로	역사/NNG + 로/JKB
연장시켜	연장/NNG + 시키/XSV + 어/EC
볼	보/VX + ㄹ/ETM
수가	수/NNB + 가/JKS
있다.	있/VV + 다/EF + ./SF

우주구조가	우주/NNG + 구조/NNG + 가/JKS
깨어지면서	깨어지/VV + 면서/EC
새로운	새롭/VA + ㄴ/ETM
우주구조와	우주/NNG + 구조/NNG + 와/JC
그에	그/NP + 에/JKB
바탕한	바탕/NNG + 하/XSV + ㄴ/ETM
우주관이	우주관/NNG + 이/JKS
들어서게	들어서/VV + 게/EC
된다.	되/VV + ㄴ다/EF + ./SF

뉴튼과학의	뉴튼/NNP + 과학/NNG + 의/JKG
성립으로	성립/NNG + 으로/JKB
특징지어지는	특징짓/VV + 어/EC + 지/VX + 는/ETM
이	이/MM
우주관은	우주관/NNG + 은/JX
굉장한	굉장/XR + 하/XSA + ㄴ/ETM
성공을	성공/NNG + 을/JKO
거두게	거두/VV + 게/EC
되고	되/VV + 고/EC
이내	이내/MAG
사회의	사회/NNG + 의/JKG
여러	여러/MM
방면에	방면/NNG + 에/JKB
영향을	영향/NNG + 을/JKO
미친다.	미치/VV + ㄴ다/EF + ./SF

위에서도	위/NNG + 에서/JKB + 도/JX
본	보/VV + ㄴ/ETM
것처럼	것/NNB + 처럼/JKB
18세기의	18/SN + 세기/NNG + 의/JKG
계몽사조(Enlightenment)는	계몽/NNG + 사조/NNG + (/SS + Enlightenment/SL + )/SS + 는/JX
이러한	이러/XR + 하/XSA + ㄴ/ETM
뉴튼과학의	뉴튼/NNP + 과학/NNG + 의/JKG
영향을	영향/NNG + 을/JKO
강하게	강하/VA + 게/EC
받았고,	받/VV + 았/EP + 고/EC + ,/SP
프랑스	프랑스/NNP
혁명이나	혁명/NNG + 이나/JC
미국독립전쟁	미국/NNP + 독립전쟁/NNP
같은	같/VA + 은/ETM
민주주의	민주주의/NNG
혁명의	혁명/NNG + 의/JKG
바탕에	바탕/NNG + 에/JKB
이런	이런/MM
사조가	사조/NNG + 가/JKS
깔려	깔리/VV + 어/EC
있었다.	있/VX + 었/EP + 다/EF + ./SF

그리고	그리고/MAJ
우리가	우리/NP + 가/JKS
살고	살/VV + 고/EC
있는	있/VX + 는/ETM
현대	현대/NNG
세계가	세계/NNG + 가/JKS
결국은	결국/NNG + 은/JX
이에	이/NP + 에/JKB
바탕을	바탕/NNG + 을/JKO
둔	두/VV + ㄴ/ETM
것을	것/NNB + 을/JKO
생각하면	생각/NNG + 하/XSV + 면/EC
이것이	이것/NP + 이/JKS
모두	모두/MAG
과학혁명의	과학/NNG + 혁명/NNG + 의/JKG
결과로	결과/NNG + 로/JKB
일어난	일어나/VV + ㄴ/ETM
새로운	새롭/VA + ㄴ/ETM
근대	근대/NNG
과학의	과학/NNG + 의/JKG
영향이었다고	영향/NNG + 이/VCP + 었/EP + 다고/EC
볼	보/VV + ㄹ/ETM
수가	수/NNB + 가/JKS
있는	있/VV + 는/ETM
것이다.	것/NNB + 이/VCP + 다/EF + ./SF

제2장	제/XPN + 2/SN + 장/NNG
천문학의	천문학/NNG + 의/JKG
혁명	혁명/NNG

과학혁명에	과학/NNG + 혁명/NNG + 에/JKB
있었던	있/VV + 었/EP + 던/ETM
여러	여러/MM
분야의	분야/NNG + 의/JKG
혁명들	혁명/NNG + 들/XSN
중에서	중/NNB + 에서/JKB
가장	가장/MAG
눈에	눈/NNG + 에/JKB
띠고	띠/VV + 고/EC
중심적인	중심적/NNG + 이/VCP + ㄴ/ETM
것은	것/NNB + 은/JX
천문학의	천문학/NNG + 의/JKG
혁명이다.	혁명/NNG + 이/VCP + 다/EF + ./SF

이	이/MM
장은	장/NNG + 은/JX
이같은	이/NP + 같/VA + 은/ETM
천문학의	천문학/NNG + 의/JKG
혁명에	혁명/NNG + 에/JKB
대해서	대하/VV + 아서/EC
다루기로	다루/VV + 기/ETN + 로/JKB
한다.	하/VV + ㄴ다/EF + ./SF

1	1/SN

15세기에	15/SN + 세기/NNG + 에/JKB
접어들면서	접어들/VV + 면서/EC
그동안	그동안/NNG
침체에	침체/NNG + 에/JKB
빠져	빠지/VV + 어/EC
있던	있/VX + 던/ETM
유럽의	유럽/NNP + 의/JKG
천문학,	천문학/NNG + ,/SP
특히	특히/MAG
관측천문학이	관측/NNG + 천문학/NNG + 이/JKS
다시	다시/MAG
발전하기	발전/NNG + 하/XSV + 기/ETN
시작했다.	시작/NNG + 하/XSV + 았/EP + 다/EF + ./SF

그리고	그리고/MAJ
그	그/MM
이유로	이유/NNG + 로/JKB
들	들/VV + ㄹ/ETM
수	수/NNB
있는	있/VV + 는/ETM
것은	것/NNB + 은/JX
우선	우선/MAG
달력의	달력/NNG + 의/JKG
개혁	개혁/NNG
필요성이었다.	필요성/NNG + 이/VCP + 었/EP + 다/EF + ./SF

더구나	더구나/MAG
15세기경부터는	15/SN + 세기/NNG + 경/XSN + 부터/JX + 는/JX
빈번한	빈번/XR + 하/XSA + ㄴ/ETM
항해활동을	항해/NNG + 활동/NNG + 을/JKO
비롯해서	비롯/XR + 하/XSV + 아서/EC
사회의	사회/NNG + 의/JKG
정치적,	정치적/NNG + ,/SP
경제적,	경제적/NNG + ,/SP
행정적인	행정적/NNG + 이/VCP + ㄴ/ETM
발전이	발전/NNG + 이/JKS
더	더/MAG
이상은	이상/NNG + 은/JX
부정확한	부정확/NNG + 하/XVPA + ㄴ/ETM
달력을	달력/NNG + 을/JKO
그대로	그대로/MAG
사용할	사용/NNG + 하/XSV + ㄹ/ETM
수	수/NNB
없게	없/VA + 게/EC
했고	하/VX + 았/EP + 고/EC
따라서	따라서/MAJ
달력의	달력/NNG + 의/JKG
개혁에	개혁/NNG + 에/JKB
사용될	사용/NNG + 되/XSV + ㄹ/ETM
정확한	정확/NNG + 하/XSA + ㄴ/ETM
천문관측의	천문/NNG + 관측/NNG + 의/JKG
필요성이	필요성/NNG + 이/JKS
심각해졌던	심각/XR + 하/XSA + 아/EC + 지/VX + 었/EP + 던/ETM
것이다.	것/NNB + 이/VCP + 다/EF + ./SF

이와	이/NP + 와/JKB
같은	같/VA + 은/ETM
관측천문학의	관측/NNG + 천문학/NNG + 의/JKG
발전과	발전/NNG + 과/JC
아울러	아울러/MAG
천문학적	천문학적/NNG
계산에도	계산/NNG + 에/JKB + 도/JX
많은	많/VA + 은/ETM
노력이	노력/NNG + 이/JKS
기울여졌다.	기울이/VV + 어/EC + 지/VX + 었/EP + 다/EF + ./SF

따라서	따라서/MAJ
코페르니쿠스가	코페르니쿠스/NNP + 가/JKS
천문학에	천문학/NNG + 에/JKB
종사하기	종사/NNG + 하/XSV + 기/ETN
시작할	시작/NNG + 하/XSV + ㄹ/ETM
무렵에는	무렵/NNB + 에/JKB + 는/JX
꽤	꽤/MAG
많은	많/VA + 은/ETM
관측	관측/NNG
데이타와	데이타/NNG + 와/JC
천문학적	천문학적/NNG
지식이	지식/NNG + 이/JKS
쌓여	쌓이/VV + 어/EC
있었고,	있/VX + 었/EP + 고/EC + ,/SP
어떤	어떤/MM
의미에서	의미/NNG + 에서/JKB
코페르니쿠스는	코페르니쿠스/NNP + 는/JX
중세	중세/NNG
유럽의	유럽/NNP + 의/JKG
역사상	역사상/NNG
프톨레마이오스를	프톨레마이오스/NNP + 를/JKO
완전히	완전히/MAG
이해하고	이해/NNG + 하/XSV + 고/EC
이를	이/NP + 를/JKO
더	더/MAG
발전시킬	발전/NNG + 시키/XSV + ㄹ/ETM
수	수/NNB
있는	있/VV + 는/ETM
능력을	능력/NNG + 을/JKO
가지게	가지/VV + 게/EC
된	되/VV + ㄴ/ETM
첫번째	첫/MM + 번/NNB + 째/XSN
세대에	세대/NNG + 에/JKB
속했던	속하/VV + 았/EP + 던/ETM
것이다.	것/NNB + 이/VCP + 다/EF + ./SF

2	2/SN

그러면	그러면/MAJ
먼저	먼저/MAG
코페르니쿠스의	코페르니쿠스/NNP + 의/JKG
변혁에	변혁/NNG + 에/JKB
의해	의하/VV + 아/EC
대체된	대체/NNG + 되/XSV + ㄴ/ETM
프톨레마이오스의	프톨레마이오스/NNP + 의/JKG
우주구조에	우주/NNG + 구조/NNG + 에/JKB
대해서	대하/VV + 아서/EC
살펴보자.	살펴보/VV + 자/EF + ./SF

프톨레마이오스의	프톨레마이오스/NNP + 의/JKG
우주구조는	우주/NNG + 구조/NNG + 는/JX
그림	그림/NNG
1에	1/SN + 에/JKB
간단히	간단히/MAG
그려져	그리/VV + 어/EC + 지/VX + 어/EC
있다.	있/VX + 다/EF + ./SF

이것은	이것/NP + 은/JX
중세를	중세/NNG + 를/JKO
통해서	통하/VV + 아서/EC
계속해서	계속/NNG + 하/XSV + 아서/EC
천문학이나	천문학/NNG + 이나/JC
우주론에	우주론/NNG + 에/JKB
대한	대하/VV + ㄴ/ETM
초보적인	초보적/NNG + 이/VCP + ㄴ/ETM
책들에	책/NNG + 들/XSN + 에/JKB
실리던	실리/VV + 던/ETM
그림들과	그림/NNG + 들/XSN + 과/JKB
아주	아주/MAG
비슷한	비슷/XR + 하/XSA + ㄴ/ETM
그림이다.	그림/NNG + 이/VCP + 다/EF + ./SF

항성	항성/NNG
천구	천구/NNG

그리고	그리고/MAJ
항성천구는	항성/NNG + 천구/NNG + 는/JX
행성들이	행성/NNG + 들/XSN + 이/JKS
도는	돌/VV + 는/ETM
방향과	방향/NNG + 과/JKB
반대	반대/NNG
방향으로	방향/NNG + 으로/JKB
하루에	하루/NNG + 에/JKB
한	한/MM
바퀴를	바퀴/NNB + 를/JKO
돌며	돌/VV + 며/EC
이것이	이것/NP + 이/JKS
별자리가	별자리/NNG + 가/JKS
1일	1/SN + 일/NNB
1회전하는	1/SN + 회전/NNB + 하/XSV + 는/ETM
이유인	이유/NNG + 이/VCP + ㄴ/ETM
것이다.	것/NNB + 이/VCP + 다/EF + ./SF

코페르니쿠스는	코페르니쿠스/NNP + 는/JX
이	이/MM
우주구조	우주/NNG + 구조/NNG
대신	대신/NNG
그림	그림/NNG
2와	2/SN + 와/JKB
같은	같/VA + 은/ETM
새로운	새롭/VA + ㄴ/ETM
우주구조를	우주/NNG + 구조/NNG + 를/JKO
제시한	제시/NNG + 하/XSV + ㄴ/ETM
것이다.	것/NNB + 이/VCP + 다/EF + ./SF

이	이/MM
새로운	새롭/VA + ㄴ/ETM
코페르니쿠스의	코페르니쿠스/NNP + 의/JKG
우주구조는	우주/NNG + 구조/NNG + 는/JX
프톨레마이오스의	프톨레마이오스/NNP + 의/JKG
구조와	구조/NNG + 와/JKB
거의	거의/MAG
비슷하고	비슷/XR + 하/XSA + 고/EC
단지	단지/MAG
우주의	우주/NNG + 의/JKG
중심에	중심/NNG + 에/JKB
있던	있/VV + 던/ETM
지구와	지구/NNG + 와/JC
달을	달/NNG + 을/JKO
태양과	태양/NNG + 과/JKB
그	그/MM
위치를	위치/NNG + 를/JKO
바꾸어서	바꾸/VV + 어서/EC
태양이	태양/NNG + 이/JKS
우주의	우주/NNG + 의/JKG
중심에	중심/NNG + 에/JKB
오게	오/VV + 게/EC
한	하/VX + ㄴ/ETM
것과	것/NNB + 과/JC
항성천구의	항성/NNG + 천구/NNG + 의/JKG
1일	1/SN + 일/NNB
1회전의	1/SN + 회전/NNB + 의/JKG
운동을	운동/NNG + 을/JKO
없앤	없애/VV + ㄴ/ETM
것뿐이다.	것/NNB + 뿐/JX + 이/VCP + 다/EF + ./SF

그	그/NP
대신	대신/NNG
지구가	지구/NNG + 가/JKS
태양을	태양/NNG + 을/JKO
중심으로	중심/NNG + 으로/JKB
도는	돌/VV + 는/ETM
일방	일방/NNG
자체의	자체/NNG + 의/JKG
축을	축/NNG + 을/JKO
중심으로	중심/NNG + 으로/JKB
自轉하게	自轉/SH + 하/XSV + 게/EC
함으로서	하/VX + ㅁ/ETN + 으로서/JKB
별자리의	별자리/NNG + 의/JKG
운동을	운동/NNG + 을/JKO
나타내주고	나타내/VV + 어/EC + 주/VX + 고/EC
있다.	있/VX + 다/EF + ./SF

코페르니쿠스의	코페르니쿠스/NNP + 의/JKG
이같은	이/NP + 같/VA + 은/ETM
변혁은	변혁/NNG + 은/JX
프톨레마이오스의	프톨레마이오스/NNP + 의/JKG
우주구조가	우주/NNG + 구조/NNG + 가/JKS
지니는	지니/VV + 는/ETM
몇	몇/MM
가지	가지/NNB
문제점을	문제점/NNG + 을/JKO
해결해	해결/NNG + 하/XSV + 아/EC
주었다.	주/VX + 었/EP + 다/EF + ./SF

이	이/MM
문제점들	문제점/NNG + 들/XSN
중	중/NNB
첫째는	첫째/NR + 는/JX
지구를	지구/NNG + 를/JKO
주위로	주위/NNG + 로/JKB
한	하/VV + ㄴ/ETM
행성들의	행성/NNG + 들/XSN + 의/JKG
배열의	배열/NNG + 의/JKG
순서와	순서/NNG + 와/JC
그것들의	그것/NP + 들/XSN + 의/JKG
주기의	주기/NNG + 의/JKG
문제였다.	문제/NNG + 이/VCP + 었/EP + 다/EF + ./SF

프톨레마이오스의	프톨레마이오스/NNP + 의/JKG
우주구조는	우주/NNG + 구조/NNG + 는/JX
바깥으로부터	바깥/NNG + 으로부터/JKB
화성까지는	화성/NNG + 까지/JX + 는/JX
회전주기가	회전/NNG + 주기/NNG + 가/JKS
감소하는	감소/NNG + 하/XSV + 는/ETM
순서로	순서/NNG + 로/JKB
배열이	배열/NNG + 이/JKC
되어	되/VV + 어/EC
있고,	있/VX + 고/EC + ,/SP
맨	맨/MM
안쪽이	안쪽/NNG + 이/JKS
달	달/NNG
역시	역시/MAG
이	이/MM
순서에	순서/NNG + 에/JKB
맞춰서	맞추/VV + 어서/EC
가장	가장/MAG
짧은	짧/VA + 은/ETM
주기를	주기/NNG + 를/JKO
지녔다.	지니/VV + 었/EP + 다/EF + ./SF

그러나	그러나/MAJ
이	이/MM
구조에	구조/NNG + 에/JKB
의하면	의하/VV + 면/EC
태양과	태양/NNG + 과/JC
금성	금성/NNG
및	및/MAJ
수성은	수성/NNG + 은/JX
모두	모두/MAG
지구	지구/NNG
주위의	주위/NNG + 의/JKG
회전	회전/NNG
주기가	주기/NNG + 가/JKS
약	약/MM
1년	1/SN + 년/NNB
정도로서	정도/NNG + 로서/JKB
비슷해서	비슷/XR + 하/XSA + 아서/EC
이것들	이것/NP + 들/XSN
사이의	사이/NNG + 의/JKG
순서가	순서/NNG + 가/JKS
문제가	문제/NNG + 가/JKC
되는	되/VV + 는/ETM
것이다.	것/NNB + 이/VCP + 다/EF + ./SF

이	이/MM
문제는	문제/NNG + 는/JX
결국	결국/NNG
태양의	태양/NNG + 의/JKG
주위를	주위/NNG + 를/JKO
도는	돌/VV + 는/ETM
금성과	금성/NNG + 과/JC
수성을	수성/NNG + 을/JKO
지구를	지구/NNG + 를/JKO
주위로	주위/NNG + 로/JKB
해서	하/VV + 아서/EC
돌게	돌/VV + 게/EC
했기	하/VX + 았/EP + 기/ETN
때문에	때문/NNB + 에/JKB
생기는	생기/VV + 는/ETM
문제이고	문제/NNG + 이/VCP + 고/EC
따라서	따라서/MAJ
태양	태양/NNG
주위의	주위/NNG + 의/JKG
회전주기가	회전/NNG + 주기/NNG + 가/JKS
가장	가장/MAG
작은	작/VA + 은/ETM
수성으로부터	수성/NNG + 으로부터/JKB
가장	가장/MAG
큰	크/VA + ㄴ/ETM
토성에	토성/NNG + 에/JKB
이르기까지	이르/VV + 기/ETN + 까지/JX
순서대로	순서/NNG + 대로/JX
배열된	배열/NNG + 되/XSV + ㄴ/ETM
코페르니쿠스의	코페르니쿠스/NNP + 의/JKG
우주구조에서는	우주/NNG + 구조/NNG + 에서/JKB + 는/JX
나타나지	나타나/VV + 지/EC
않는다.	않/VX + 는다/EF + ./SF

그림	그림/NNG
3은	3/SN + 은/JX
이러한	이러/XR + 하/XSA + ㄴ/ETM
역운동이	역운동/NNG + 이/JKS
나타나는	나타나/VV + 는/ETM
이유를	이유/NNG + 를/JKO
코페르니쿠스의	코페르니쿠스/NNP + 의/JKG
우주	우주/NNG
구조하에서	구조/NNG + 하/NNG + 에서/JKB
잘	잘/MAG
보여주고	보이/VV + 어/EC + 주/VX + 고/EC
있다.	있/VX + 다/EF + ./SF

그림에서	그림/NNG + 에서/JKB
E1,	E/SL + 1/SN + ,/SP
E2,……E7은	E/SL + 2/SN + ,/SP + …/SE + …/SE + E/SL + 7/SN + 은/JX
궤도상에서의	궤도상/NNG + 에서/JKB + 의/JKG
지구의	지구/NNG + 의/JKG
위치들이고	위치/NNG + 들/XSN + 이/VCP + 고/EC
P1,P2……E7은	P/SL + 1/SN + ,/SP + P/SL + 2/SN + …/SE + …/SE + E/SL + 7/SN + 은/JX
지구가	지구/NNG + 가/JKS
이들	이/NP + 들/XSN
위치들에	위치/NNG + 들/XSN + 에/JKB
있을	있/VV + 을/ETM
때의	때/NNG + 의/JKG
행성의	행성/NNG + 의/JKG
위치들이다.	위치/NNG + 들/XSN + 이/VCP + 다/EF + ./SF

한편	한편/NNG
사람이	사람/NNG + 이/JKS
행성의	행성/NNG + 의/JKG
운동을	운동/NNG + 을/JKO
볼	보/VV + ㄹ/ETM
때에는	때/NNG + 에/JKB + 는/JX
지구	지구/NNG
위에서	위/NNG + 에서/JKB
이들	이/NP + 들/XSN
행성의	행성/NNG + 의/JKG
위치를	위치/NNG + 를/JKO
맨바깥에	맨/MM + 바깥/NNG + 에/JKB
있는	있/VV + 는/ETM
항성천구에	항성/NNG + 천구/NNG + 에/JKB
투사시켜서	투사/NNG + 시키/XSV + 어서/EC
관측하기	관측/NNG + 하/XSV + 기/ETN
때문에	때문/NNB + 에/JKB
그림에서	그림/NNG + 에서/JKB
1,2,……7로	1/SN + ,/SP + 2/SN + ,/SP + …/SE + …/SE + 7/SN + 로/JKB
나타난	나타나/VV + ㄴ/ETM
점들이	점/NNG + 들/XSN + 이/JKS
사람이	사람/NNG + 이/JKS
관측하는	관측/NNG + 하/XSV + 는/ETM
행성의	행성/NNG + 의/JKG
위치들을	위치/NNG + 들/XSN + 을/JKO
나타내	나타내/VV + 어/EC
준다.	주/VX + ㄴ다/EF + ./SF

이	이/MM
관측	관측/NNG
위치가	위치/NNG + 가/JKS
1-2-3에서는	1/SN + -/SS + 2/SN + -/SS + 3/SN + 에서/JKB + 는/JX
제	저/NP + 의/JKG
방향으로	방향/NNG + 으로/JKB
움직이다가	움직이/VV + 다가/EC
3-4-5에서는	3/SN + -/SS + 4/SN + -/SS + 5/SN + 에서/JKB + 는/JX
오히려	오히려/MAG
거꾸로	거꾸로/MAG
움직이고	움직이/VV + 고/EC
다시	다시/MAG
5-6-7에서	5/SN + -/SS + 6/SN + -/SS + 7/SN + 에서/JKB
제	저/NP + 의/JKG
방향으로	방향/NNG + 으로/JKB
움직이게	움직이/VV + 게/EC
되며	되/VV + 며/EC
이런	이런/MM
식의	식/NNB + 의/JKG
운동을	운동/NNG + 을/JKO
역운동이라고	역운동/NNG + 이라고/JKQ
부르는	부르/VV + 는/ETM
것이다.	것/NNB + 이/VCP + 다/EF + ./SF

이	이/MM
역운동은	역운동/NNG + 은/JX
고대서부터	고대/NNG + 서부터/JKB
행성의	행성/NNG + 의/JKG
운동의	운동/NNG + 의/JKG
가장	가장/MAG
특징적인	특징적/NNG + 이/VCP + ㄴ/ETM
면으로	면/NNG + 으로/JKB
널리	널리/MAG
관측되어	관측/NNG + 되/XSV + 어/EC
있었지만	있/VX + 었/EP + 지만/EC
프톨레마이오스의	프톨레마이오스/NNP + 의/JKG
우주구조하에서는	우주/NNG + 구조/NNG + 하/NNG + 에서/JKB + 는/JX
간단히	간단히/MAG
설명할	설명/NNG + 하/XSV + ㄹ/ETM
수가	수/NNB + 가/JKS
없었다.	없/VA + 었/EP + 다/EF + ./SF

우주의	우주/NNG + 의/JKG
중심에	중심/NNG + 에/JKB
정지해	정지/NNG + 하/XSV + 아/EC
있는	있/VX + 는/ETM
지구	지구/NNG
위에서	위/NNG + 에서/JKB
그	그/MM
주위를	주위/NNG + 를/JKO
도는	돌/VV + 는/ETM
행성의	행성/NNG + 의/JKG
운동을	운동/NNG + 을/JKO
관측했을	관측/NNG + 하/XSV + 았/EP + 을/ETM
때	때/NNG
이같은	이/NP + 같/VA + 은/ETM
현상이	현상/NNG + 이/JKS
일어날	일어나/VV + ㄹ/ETM
수	수/NNB
없기	없/VA + 기/ETN
때문이다.	때문/NNB + 이/VCP + 다/EF + ./SF

이렇게	이렇/VA + 게/EC
하면	하/VV + 면/EC
실제	실제/NNG
행성의	행성/NNG + 의/JKG
운동은	운동/NNG + 은/JX
(b)와	(/SS + b/SL + )/SS + 와/JKB
같아지고	같아지/VV + 고/EC
이것을	이것/NP + 을/JKO
지구에서	지구/NNG + 에서/JKB
관측했을	관측/NNG + 하/XSV + 았/EP + 을/ETM
때는	때/NNG + 는/JX
(c)처럼	(/SS + c/SL + )/SS + 처럼/JKB
2에서	2/SN + 에서/JKB
3으로의	3/SN + 으로/JKB + 의/JKG
역운동이	역운동/NNG + 이/JKS
나타내게	나타내/VV + 게/EC
된다.	되/VV + ㄴ다/EF + ./SF

코페르니쿠스의	코페르니쿠스/NNP + 의/JKG
변혁은	변혁/NNG + 은/JX
이같은	이/NP + 같/VA + 은/ETM
행성의	행성/NNG + 의/JKG
역운동을	역운동/NNG + 을/JKO
굳이	굳이/MAG
epicycle을	epicycle/SL + 을/JKO
사용하지	사용/NNG + 하/XSV + 지/EC
않고	않/VX + 고/EC
우주구조	우주/NNG + 구조/NNG
자체로서	자체/NNG + 로서/JKB
설명할	설명/NNG + 하/XSV + ㄹ/ETM
수	수/NNB
있도록	있/VV + 도록/EC
해주었다.	하/VX + 아/EC + 주/VX + 었/EP + 다/EF + ./SF

이	이/MM
문제	문제/NNG
역시	역시/MAG
코페르니쿠스	코페르니쿠스/NNP
우주구조에서는	우주/NNG + 구조/NNG + 에서/JKB + 는/JX
그림	그림/NNG
5의	5/SN + 의/JKG
(b)에서	(/SS + B/SL + )/SS + 에서/JKB
보듯이	보/VV + 듯이/EC
자연스럽게	자연/NNG + 스럽/XSA + 게/EC
설명이	설명/NNG + 이/JKC
된다.	되/VV + ㄴ다/EF + ./SF

즉	즉/MAG
태양을	태양/NNG + 을/JKO
중심으로	중심/NNG + 으로/JKB
한	하/VV + ㄴ/ETM
내행성	내행성/NNG
(P)의	(/SS + P/SL + )/SS + 의/JKG
궤도가	궤도/NNG + 가/JKS
완전히	완전히/MAG
지구	지구/NNG
(E)의	(/SS + E/SL + )/SS + 의/JKG
궤도	궤도/NNG
속에	속/NNG + 에/JKB
포함되어	포함/NNG + 되/XSV + 어/EC
있기	있/VX + 기/ETN
때문에	때문/NNB + 에/JKB
지구에서	지구/NNG + 에서/JKB
봤을	보/VX + 았/EP + 을/ETM
때	때/NNG
태양과	태양/NNG + 과/JC
행성	행성/NNG
사이의	사이/NNG + 의/JKG
각도는	각도/NNG + 는/JX
최대한	최대한/NNG
∠PES밖에	∠/SW + PES/SL + 밖에/JX
될	되/VV + ㄹ/ETM
수가	수/NNB + 가/JKS
없다.	없/VA + 다/EF + ./SF

그러나	그러나/MAJ
지구	지구/NNG
중심의	중심/NNG + 의/JKG
우주구조에서는	우주/NNG + 구조/NNG + 에서/JKB + 는/JX
태양과	태양/NNG + 과/JC
내행성이	내행성/NNG + 이/JKS
지구를	지구/NNG + 를/JKO
중심으로	중심/NNG + 으로/JKB
각각	각각/MAG
독자적인	독자적/NNG + 이/VCP + ㄴ/ETM
원운동을	원운동/NNG + 을/JKO
하기	하/VV + 기/ETN
때문에	때문/NNB + 에/JKB
그렇게	그렇/VA + 게/EC
될	되/VV + ㄹ/ETM
이유가	이유/NNG + 가/JKS
없게	없/VA + 게/EC
된다.	되/VV + ㄴ다/EF + ./SF

프톨레마이오스는	프톨레마이오스/NNP + 는/JX
역시	역시/MAG
epicycle로써	epicycle/SL + 로써/JKB
이	이/MM
문제를	문제/NNG + 를/JKO
설명하고	설명/NNG + 하/XSV + 고/EC
있지만	있/VX + 지만/EC
이	이/MM
경우에는	경우/NNG + 에/JKB + 는/JX
